ID;label;type;containedBy;function
f5962a11-6c68-451b-9f8d-1430376d0103;Room 9.22;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Meeting room
4ff25f3f-ae7b-4a5e-8eed-d074a8312ebc;Room 9.23;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Meeting room
3d3b1315-b333-4fae-9a49-68935a14a0f2;Room 9.24;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Meeting room
cbb7f4bc-e7e8-4f9d-96fb-304b46ff5df4;Room 9.25;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Meeting room
dd4f4b67-773f-4776-ac3f-88ed21f00640;Room 9.26;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Kitchen
2a8667d8-3c93-41cd-84ac-80c6130061b5;Room 9.27;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Hall
d9f9bda2-7b3f-46f1-8ff6-2a61b87511d9;Room 9.t61;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Toilet
41fdb2ea-10a2-47cc-acd8-cab8347f7185;Room 9.t62;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Toilet
6e526ba7-d424-4817-b181-960bb5fb5b2e;Room 9.t63;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Toilet
a568c616-87ce-464e-b4d4-0837b2db9ffb;Room 9.t64;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Toilet
43a5f3ed-a601-40ee-b07b-006e6dc401ab;Room 9.t65;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Toilet
f2f345b2-9b39-43fa-a0ae-76acd21e04e2;Hallway 9th floor;Space;ced05a83-61cc-4d63-91e0-256011e401eb;Corridor
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
